scenario,seed,method,chunk,phase,ari,learn_s,us_per_point,clusters
jump,0,river CluStream,2,before,1.0,0.06231706799735548,249.26827198942192,3
jump,0,river CluStream,3,before,1.0,0.04703102599887643,188.12410399550572,3
jump,0,river CluStream,4,before,1.0,0.043043880003097,172.175520012388,3
jump,0,river CluStream,5,before,1.0,0.028407777994289063,113.63111197715625,3
jump,0,river CluStream,6,before,1.0,0.030124635995889548,120.49854398355819,3
jump,0,river CluStream,7,before,1.0,0.03233809600351378,129.35238401405513,3
jump,0,river CluStream,8,after,0.0,0.034111920998839196,136.44768399535678,1
jump,0,river CluStream,9,after,0.0,0.042579767999995966,170.31907199998386,1
jump,0,river CluStream,10,after,0.0,0.03822201699949801,152.88806799799204,1
jump,0,river CluStream,11,after,0.0,0.02504949599824613,100.19798399298452,1
jump,0,river CluStream,12,after,0.0,0.03712914200150408,148.5165680060163,1
jump,0,river CluStream,13,after,0.0,0.037384643001132645,149.53857200453058,1
jump,0,river CluStream,14,after,0.0,0.03060646200174233,122.42584800696932,1
jump,0,river CluStream,15,after,0.0,0.03204886300227372,128.19545200909488,1
jump,1,betula DenStream,0,before,0.6280560437377098,5.569499626290053e-05,0.22277998505160213,3
jump,1,betula DenStream,1,before,0.726439285406212,2.917399979196489e-05,0.11669599916785955,3
jump,1,betula DenStream,2,before,0.7328863291692326,2.8433998522814363e-05,0.11373599409125745,3
jump,1,betula DenStream,3,before,0.8096947436382665,2.925499575212598e-05,0.11701998300850391,3
jump,1,betula DenStream,4,before,0.7803389842794777,2.8613998438231647e-05,0.11445599375292659,3
jump,1,betula DenStream,5,before,0.7370029747686243,2.866400609491393e-05,0.11465602437965572,3
jump,1,betula DenStream,6,before,0.7275780406773273,2.8483998903539032e-05,0.11393599561415613,3
jump,1,betula DenStream,7,before,0.8339288279304983,2.9495997296180576e-05,0.1179839891847223,3
jump,1,betula DenStream,8,after,0.6206016929896102,3.9484002627432346e-05,0.15793601050972939,6
jump,1,betula DenStream,9,after,0.669351562516345,3.355299850227311e-05,0.13421199400909245,6
jump,1,betula DenStream,10,after,0.6984289674710652,3.594699956011027e-05,0.14378799824044108,6
jump,1,betula DenStream,11,after,0.6984661444157079,3.493500116746873e-05,0.1397400046698749,6
jump,1,betula DenStream,12,after,0.8100689900569893,3.414400271140039e-05,0.13657601084560156,6
jump,1,betula DenStream,13,after,0.7006959129169572,3.434500104049221e-05,0.13738000416196883,6
jump,1,betula DenStream,14,after,0.71814348732862,4.284999886294827e-05,0.17139999545179307,6
jump,1,betula DenStream,15,after,0.772397501880507,3.4264994610566646e-05,0.13705997844226658,6
jump,1,river DenStream,0,before,0.26648460089309106,0.001234880997799337,4.939523991197348,16
jump,1,river DenStream,1,before,0.24595400583265883,0.0011541200001374818,4.616480000549927,16
jump,1,river DenStream,2,before,0.2645119919777859,0.0011105480007245205,4.442192002898082,16
jump,1,river DenStream,3,before,0.27668906782785013,0.0011325390005367808,4.530156002147123,16
jump,1,river DenStream,4,before,0.24706599207215432,0.0011184120012330823,4.473648004932329,16
jump,1,river DenStream,5,before,0.2509421969437704,0.0011492499979794957,4.596999991917983,16
jump,1,river DenStream,6,before,0.2579986284208019,0.0011330389970680699,4.5321559882722795,16
jump,1,river DenStream,7,before,0.25486456069703145,0.0011363359953975305,4.545343981590122,16
jump,1,river DenStream,8,after,0.0,0.0011643390025710687,4.657356010284275,1
jump,1,river DenStream,9,after,0.0,0.001143970999692101,4.575883998768404,1
jump,1,river DenStream,10,after,0.0,0.0011426470009610057,4.570588003844023,1
jump,1,river DenStream,11,after,0.0,0.0011775239981943741,4.710095992777497,1
jump,1,river DenStream,12,after,0.0,0.0011372470034984872,4.548988013993949,1
jump,1,river DenStream,13,after,0.0,0.0011522459972184151,4.608983988873661,1
jump,1,river DenStream,14,after,0.0,0.0011419970032875426,4.5679880131501704,1
jump,1,river DenStream,15,after,0.0,0.0011414359978516586,4.5657439914066344,1
jump,1,betula DbStream,0,before,0.6886805224489222,9.255400073016062e-05,0.3702160029206425,7
jump,1,betula DbStream,1,before,0.8447468054999022,9.664100070949644e-05,0.38656400283798575,8
jump,1,betula DbStream,2,before,0.9248113775935278,0.0001479580023442395,0.591832009376958,5
jump,1,betula DbStream,3,before,0.9256543048099308,0.00018778300000121817,0.7511320000048727,5
jump,1,betula DbStream,4,before,0.8182970197013928,0.0002303729997947812,0.9214919991791248,8
jump,1,betula DbStream,5,before,0.8561160352600478,0.0002793549938360229,1.1174199753440917,7
jump,1,betula DbStream,6,before,0.8935128065072372,0.00038588500319747254,1.5435400127898902,7
jump,1,betula DbStream,7,before,0.898119107157337,0.00043074999848613515,1.7229999939445406,5
jump,1,betula DbStream,8,after,0.7172591192403684,0.0001652710052439943,0.6610840209759772,12
jump,1,betula DbStream,9,after,0.8254980500071155,0.00022085499949753284,0.8834199979901314,13
jump,1,betula DbStream,10,after,0.8265346608700578,0.0002679329991224222,1.0717319964896888,15
jump,1,betula DbStream,11,after,0.908330735100132,0.0003470129959168844,1.3880519836675376,12
jump,1,betula DbStream,12,after,0.9280980120247024,0.00037987399991834536,1.5194959996733814,10
jump,1,betula DbStream,13,after,0.8664856383224298,0.00043470700620673597,1.7388280248269439,11
jump,1,betula DbStream,14,after,0.8862033993780164,0.0004573400001390837,1.8293600005563349,11
jump,1,betula DbStream,15,after,0.8961502668463263,0.0005647719954140484,2.2590879816561937,10
jump,1,river DBSTREAM,0,before,0.4216824481885468,0.001771891002135817,7.087564008543268,11
jump,1,river DBSTREAM,1,before,0.24252967010346893,0.0031146539986366406,12.458615994546562,17
jump,1,river DBSTREAM,2,before,0.21293663120522902,0.003922804004105274,15.691216016421095,23
jump,1,river DBSTREAM,3,before,0.18938728047797443,0.004484500001126435,17.93800000450574,24
jump,1,river DBSTREAM,4,before,0.1736354646122125,0.004778572998475283,19.114291993901134,25
jump,1,river DBSTREAM,5,before,0.17402968983425335,0.004895472993666772,19.581891974667087,25
jump,1,river DBSTREAM,6,before,0.16913489065187057,0.005102912000438664,20.411648001754656,28
jump,1,river DBSTREAM,7,before,0.14933501905946975,0.0054319609989761375,21.72784399590455,28
jump,1,river DBSTREAM,8,after,0.34434860907145837,0.006059420004021376,24.237680016085505,13
jump,1,river DBSTREAM,9,after,0.26184859545852784,0.007239498001581524,28.957992006326094,16
jump,1,river DBSTREAM,10,after,0.24803263783717688,0.007577854004921392,30.311416019685566,16
jump,1,river DBSTREAM,11,after,0.21384524104203095,0.007857990000047721,31.431960000190884,18
jump,1,river DBSTREAM,12,after,0.23906070814456382,0.008469098997011315,33.87639598804526,20
jump,1,river DBSTREAM,13,after,0.1716547711549431,0.009029393004311714,36.11757201724686,26
jump,1,river DBSTREAM,14,after,0.170892959991066,0.009458529995754361,37.834119983017445,26
jump,1,river DBSTREAM,15,after,0.16787110192863156,0.009589995999704115,38.35998399881646,25
jump,1,river CluStream,0,before,1.0,0.06135757500305772,245.43030001223087,3
jump,1,river CluStream,1,before,1.0,0.08519634500407847,340.78538001631387,3
jump,1,river CluStream,2,before,1.0,0.056580786003905814,226.32314401562326,3
jump,1,river CluStream,3,before,1.0,0.05701630500698229,228.06522002792917,3
jump,1,river CluStream,4,before,1.0,0.040088153997203335,160.35261598881334,3
jump,1,river CluStream,5,before,1.0,0.035201719001634046,140.80687600653619,3
jump,1,river CluStream,6,before,1.0,0.028307009000855032,113.22803600342013,3
jump,1,river CluStream,7,before,1.0,0.03778571700240718,151.14286800962873,3
jump,1,river CluStream,8,after,0.0,0.027713793999282643,110.85517599713057,1
jump,1,river CluStream,9,after,0.0,0.030085972997767385,120.34389199106954,1
jump,1,river CluStream,10,after,0.0,0.035678756001289,142.715024005156,1
jump,1,river CluStream,11,after,0.0,0.027003247996617574,108.0129919864703,1
jump,1,river CluStream,12,after,0.0,0.03835877299570711,153.43509198282845,1
jump,1,river CluStream,13,after,0.0,0.03396407299442217,135.85629197768867,1
jump,1,river CluStream,14,after,0.0,0.03349836699635489,133.99346798541956,1
jump,1,river CluStream,15,after,0.0,0.034210486002848484,136.84194401139393,1
jump,2,betula DenStream,0,before,0.6351718839758366,4.561500099953264e-05,0.18246000399813056,4
jump,2,betula DenStream,1,before,0.6744160544049922,2.559799759183079e-05,0.10239199036732316,3
jump,2,betula DenStream,2,before,0.7054104064958545,2.5888999516610056e-05,0.10355599806644022,3
jump,2,betula DenStream,3,before,0.5694101584443717,2.4815999495331198e-05,0.09926399798132479,3
jump,2,betula DenStream,4,before,0.5942767841382854,2.407500141998753e-05,0.09630000567995012,3
jump,2,betula DenStream,5,before,0.6485420856548353,2.4396002118010074e-05,0.0975840084720403,3
jump,2,betula DenStream,6,before,0.6803513215419242,2.473600034136325e-05,0.098944001365453,3
jump,2,betula DenStream,7,before,0.6188856598764769,2.4466004106216133e-05,0.09786401642486453,3
jump,2,betula DenStream,8,after,0.5705242793154518,3.727999865077436e-05,0.14911999460309744,6
jump,2,betula DenStream,9,after,0.7135972599157182,3.2871997973416e-05,0.131487991893664,7
jump,2,betula DenStream,10,after,0.7109917350258009,4.037600592710078e-05,0.1615040237084031,6
jump,2,betula DenStream,11,after,0.719855104164972,3.434499376453459e-05,0.13737997505813837,6
jump,2,betula DenStream,12,after,0.831067063920862,3.497600118862465e-05,0.1399040047544986,6
jump,2,betula DenStream,13,after,0.7352787379992088,3.4354998206254095e-05,0.13741999282501638,6
jump,2,betula DenStream,14,after,0.722571619526911,3.448400093475357e-05,0.13793600373901427,6
jump,2,betula DenStream,15,after,0.8379739258877551,3.401399590075016e-05,0.13605598360300064,6
jump,2,river DenStream,0,before,0.2704827921557989,0.0011125710007036105,4.450284002814442,15
jump,2,river DenStream,1,before,0.3024107332535241,0.00107784600550076,4.31138402200304,15
jump,2,river DenStream,2,before,0.2715732517908957,0.0010742090016719885,4.296836006687954,15
jump,2,river DenStream,3,before,0.27424563469947727,0.0010865619988180697,4.346247995272279,15
jump,2,river DenStream,4,before,0.267193098826091,0.001128030999097973,4.512123996391892,15
jump,2,river DenStream,5,before,0.25644021002048745,0.0011113689979538321,4.445475991815329,15
jump,2,river DenStream,6,before,0.2861285427523318,0.001096350999432616,4.385403997730464,15
jump,2,river DenStream,7,before,0.27939354773140107,0.0011630160006461665,4.652064002584666,15
jump,2,river DenStream,8,after,0.0,0.0011151860016980208,4.460744006792083,1
jump,2,river DenStream,9,after,0.0,0.001107530995795969,4.430123983183876,1
jump,2,river DenStream,10,after,0.0,0.0010944270034087822,4.377708013635129,1
jump,2,river DenStream,11,after,0.0,0.0011094060027971864,4.4376240111887455,1
jump,2,river DenStream,12,after,0.0,0.0011008590008714236,4.4034360034856945,1
jump,2,river DenStream,13,after,0.0,0.0011232109973207116,4.4928439892828465,1
jump,2,river DenStream,14,after,0.0,0.0011048460000893101,4.41938400035724,1
jump,2,river DenStream,15,after,0.0,0.0011032940019504167,4.413176007801667,1
jump,2,betula DbStream,0,before,0.7425939725102012,7.698400440858677e-05,0.3079360176343471,7
jump,2,betula DbStream,1,before,0.9062863345065828,9.969699749490246e-05,0.39878798997960985,4
jump,2,betula DbStream,2,before,0.8788029136161816,0.00013895099982619286,0.5558039993047714,6
jump,2,betula DbStream,3,before,0.8660921190582774,0.00017838500207290053,0.7135400082916021,5
jump,2,betula DbStream,4,before,0.9108689146813436,0.00020108800526941195,0.8043520210776478,5
jump,2,betula DbStream,5,before,0.8817327761148821,0.00023141499696066603,0.9256599878426641,6
jump,2,betula DbStream,6,before,0.90938493049865,0.0002781829971354455,1.112731988541782,8
jump,2,betula DbStream,7,before,0.8557910770036656,0.00038516399945365265,1.5406559978146106,10
jump,2,betula DbStream,8,after,0.8257107443734535,0.00015545199858024716,0.6218079943209887,15
jump,2,betula DbStream,9,after,0.8833607739371121,0.00019154999608872458,0.7661999843548983,16
jump,2,betula DbStream,10,after,0.8583315576345816,0.0002244420029455796,0.8977680117823184,14
jump,2,betula DbStream,11,after,0.8550658028523566,0.00030664700170746073,1.226588006829843,10
jump,2,betula DbStream,12,after,0.8852697649944508,0.0003205719985999167,1.2822879943996668,8
jump,2,betula DbStream,13,after,0.946326823446483,0.0003415119936107658,1.3660479744430631,9
jump,2,betula DbStream,14,after,0.8960844390949407,0.00036683999496744946,1.4673599798697978,8
jump,2,betula DbStream,15,after,0.9143742162300488,0.0005248659945209511,2.0994639780838042,10
jump,2,river DBSTREAM,0,before,0.2705955392983147,0.0024001419951673597,9.600567980669439,16
jump,2,river DBSTREAM,1,before,0.2349849402458598,0.003338043999974616,13.352175999898463,20
jump,2,river DBSTREAM,2,before,0.20081156294717722,0.004155050999543164,16.620203998172656,23
jump,2,river DBSTREAM,3,before,0.18176492533421804,0.004651884002669249,18.607536010676995,24
jump,2,river DBSTREAM,4,before,0.19638786605293346,0.004618151004251558,18.472604017006233,23
jump,2,river DBSTREAM,5,before,0.19374326092888924,0.004744758996821474,18.979035987285897,25
jump,2,river DBSTREAM,6,before,0.18323678074467992,0.00514062300499063,20.56249201996252,26
jump,2,river DBSTREAM,7,before,0.14563012458495317,0.0054707039962522686,21.882815985009074,31
jump,2,river DBSTREAM,8,after,0.3496709209309751,0.006562485999893397,26.24994399957359,12
jump,2,river DBSTREAM,9,after,0.29076227427728996,0.007485440997697879,29.941763990791515,14
jump,2,river DBSTREAM,10,after,0.26355913319504093,0.007923133001895621,31.692532007582486,16
jump,2,river DBSTREAM,11,after,0.20904146794099646,0.008810881998215336,35.243527992861345,22
jump,2,river DBSTREAM,12,after,0.18244289039629188,0.00945543400302995,37.8217360121198,24
jump,2,river DBSTREAM,13,after,0.17180896818720978,0.009601697995094582,38.40679198037833,25
jump,2,river DBSTREAM,14,after,0.17191903254366867,0.009673132000898477,38.69252800359391,25
jump,2,river DBSTREAM,15,after,0.18132072967022914,0.009658855997258797,38.63542398903519,25
jump,2,river CluStream,0,before,1.0,0.05727182500413619,229.08730001654476,3
jump,2,river CluStream,1,before,1.0,0.07389482099824818,295.5792839929927,3
jump,2,river CluStream,2,before,1.0,0.06530523500259733,261.2209400103893,3
jump,2,river CluStream,3,before,1.0,0.044639549996645655,178.55819998658262,3
jump,2,river CluStream,4,before,1.0,0.04046427200228209,161.85708800912835,3
jump,2,river CluStream,5,before,1.0,0.03490772700024536,139.63090800098144,3
jump,2,river CluStream,6,before,1.0,0.027029087003029417,108.11634801211767,3
jump,2,river CluStream,7,before,1.0,0.03039730800082907,121.58923200331628,3
jump,2,river CluStream,8,after,0.0,0.021619738996378146,86.47895598551258,1
jump,2,river CluStream,9,after,0.0,0.025509099999908358,102.03639999963343,1
jump,2,river CluStream,10,after,0.0,0.03638317999866558,145.53271999466233,1
jump,2,river CluStream,11,after,0.0,0.02564483499736525,102.579339989461,1
jump,2,river CluStream,12,after,0.0,0.04235725999751594,169.42903999006376,1
jump,2,river CluStream,13,after,0.0,0.03801855399797205,152.0742159918882,1
jump,2,river CluStream,14,after,0.0,0.028614367001864593,114.45746800745837,1
jump,2,river CluStream,15,after,0.0,0.03387726000073599,135.50904000294395,1
split,0,betula DenStream,0,before,0.6010785753635866,5.532400246011093e-05,0.22129600984044373,3
split,0,betula DenStream,1,before,0.63340024610527,2.7191003027837723e-05,0.1087640121113509,3
split,0,betula DenStream,2,before,0.6790792951534307,2.623000182211399e-05,0.10492000728845596,3
split,0,betula DenStream,3,before,0.7225533684374036,2.5687993911560625e-05,0.1027519756462425,3
split,0,betula DenStream,4,before,0.5892555022701789,2.6319998141843826e-05,0.1052799925673753,3
split,0,betula DenStream,5,before,0.7399291460090046,2.6049005100503564e-05,0.10419602040201426,3
split,0,betula DenStream,6,before,0.7387206206756107,2.5968998670578003e-05,0.10387599468231201,3
split,0,betula DenStream,7,before,0.7456380663359834,2.6359004550613463e-05,0.10543601820245385,3
split,0,betula DenStream,8,after,0.3529554985161805,4.268100019544363e-05,0.17072400078177452,9
split,0,betula DenStream,9,after,0.563623813671252,4.3070998799521476e-05,0.1722839951980859,8
split,0,betula DenStream,10,after,0.5285081314006765,4.183899727649987e-05,0.16735598910599947,8
split,0,betula DenStream,11,after,0.6314398167799143,4.149800224695355e-05,0.1659920089878142,7
split,0,betula DenStream,12,after,0.5866621988201697,4.230999911669642e-05,0.16923999646678567,6
split,0,betula DenStream,13,after,0.5676650782675612,4.131799505557865e-05,0.1652719802223146,6
split,0,betula DenStream,14,after,0.540948051082916,4.1908999264705926e-05,0.1676359970588237,4
split,0,betula DenStream,15,after,0.6466131095888891,4.1788000089582056e-05,0.16715200035832822,5
split,0,river DenStream,0,before,0.22049300682478484,0.0009747419971972704,3.8989679887890816,18
split,0,river DenStream,1,before,0.24901075527809216,0.0012052259990014136,4.820903996005654,18
split,0,river DenStream,2,before,0.2449277715806713,0.0011917200026800856,4.766880010720342,18
split,0,river DenStream,3,before,0.2339543946301453,0.0011971409985562786,4.788563994225115,18
split,0,river DenStream,4,before,0.22970814623151775,0.0011945950027438812,4.778380010975525,18
split,0,river DenStream,5,before,0.242932407922072,0.0011964489967795089,4.7857959871180356,18
split,0,river DenStream,6,before,0.22643141570321398,0.001193502997921314,4.774011991685256,18
split,0,river DenStream,7,before,0.2351050813771472,0.0012066380004398525,4.82655200175941,18
split,0,river DenStream,8,after,0.8799593053844734,0.0011922819976462051,4.7691279905848205,11
split,0,river DenStream,9,after,0.8604410494590257,0.0012401710046106018,4.960684018442407,13
split,0,river DenStream,10,after,0.8859777477868648,0.0012402809952618554,4.961123981047422,13
split,0,river DenStream,11,after,0.9133397193259358,0.0012517029972514138,5.006811989005655,13
split,0,river DenStream,12,after,0.8870195915631194,0.0012393190045258962,4.957276018103585,13
split,0,river DenStream,13,after,0.8902465246268537,0.0012434270029189065,4.973708011675626,14
split,0,river DenStream,14,after,0.9094260826656144,0.0012620929992408492,5.048371996963397,14
split,0,river DenStream,15,after,0.9234056187423313,0.0012231490036356263,4.892596014542505,11
split,0,betula DbStream,0,before,0.8179224080708831,7.357799768215045e-05,0.2943119907286018,5
split,0,betula DbStream,1,before,0.8068295377252036,9.847499313764274e-05,0.39389997255057096,10
split,0,betula DbStream,2,before,0.8827533676786584,0.0001426679955329746,0.5706719821318984,7
split,0,betula DbStream,3,before,0.8926919286942968,0.00019327300105942413,0.7730920042376965,6
split,0,betula DbStream,4,before,0.8641340612974947,0.00021978299628244713,0.8791319851297885,7
split,0,betula DbStream,5,before,0.8799585214706305,0.00026730199897428975,1.069207995897159,5
split,0,betula DbStream,6,before,0.8862048884823371,0.0003369030018802732,1.347612007521093,4
split,0,betula DbStream,7,before,0.8798381490921608,0.0004237059984006919,1.6948239936027676,5
split,0,betula DbStream,8,after,0.6274596350596902,0.00015589300164720044,0.6235720065888017,12
split,0,betula DbStream,9,after,0.6217149018802439,0.0001945850017364137,0.7783400069456547,11
split,0,betula DbStream,10,after,0.7677729266209344,0.00021146800281712785,0.8458720112685114,12
split,0,betula DbStream,11,after,0.7259567807797892,0.0002805170006467961,1.1220680025871843,13
split,0,betula DbStream,12,after,0.726275292888223,0.0002702980054891668,1.0811920219566673,13
split,0,betula DbStream,13,after,0.7058069231514422,0.0003126779993181117,1.2507119972724468,15
split,0,betula DbStream,14,after,0.7506652524298468,0.0003487050053081475,1.39482002123259,12
split,0,betula DbStream,15,after,0.7102609967423931,0.00041457900078967214,1.6583160031586885,11
split,0,river DBSTREAM,0,before,0.33899485643686117,0.0019895900040864944,7.958360016345978,12
split,0,river DBSTREAM,1,before,0.22194484657776076,0.0028796230035368353,11.518492014147341,17
split,0,river DBSTREAM,2,before,0.21668137300247386,0.003467829003056977,13.871316012227908,19
split,0,river DBSTREAM,3,before,0.20144764313132127,0.003769825998460874,15.079303993843496,21
split,0,river DBSTREAM,4,before,0.17344019904420022,0.004293088997656014,17.172355990624055,24
split,0,river DBSTREAM,5,before,0.18344752185244997,0.004634209995856509,18.536839983426034,24
split,0,river DBSTREAM,6,before,0.17455297861558192,0.004676659998949617,18.70663999579847,24
split,0,river DBSTREAM,7,before,0.1707321283902833,0.004579879001539666,18.319516006158665,24
split,0,river DBSTREAM,8,after,0.5727382809375386,0.005140381996170618,20.56152798468247,22
split,0,river DBSTREAM,9,after,0.47024613652752045,0.006303688998741563,25.214755994966254,24
split,0,river DBSTREAM,10,after,0.4344646098532254,0.0069081249966984615,27.632499986793846,25
split,0,river DBSTREAM,11,after,0.40923034046019663,0.007454171995050274,29.816687980201095,27
split,0,river DBSTREAM,12,after,0.37865055826688515,0.008048158000747208,32.19263200298883,32
split,0,river DBSTREAM,13,after,0.35325308390993865,0.008591760000854265,34.36704000341706,33
split,0,river DBSTREAM,14,after,0.29519666031741515,0.008888147000106983,35.55258800042793,37
split,0,river DBSTREAM,15,after,0.3323718041566172,0.009226864000083879,36.907456000335515,34
split,0,river CluStream,0,before,1.0,0.05602507200092077,224.1002880036831,3
split,0,river CluStream,1,before,1.0,0.0825334700057283,330.1338800229132,3
split,0,river CluStream,2,before,1.0,0.06218651300150668,248.74605200602673,3
split,0,river CluStream,3,before,1.0,0.04655027099943254,186.20108399773017,3
split,0,river CluStream,4,before,1.0,0.042391855000460055,169.56742000184022,3
split,0,river CluStream,5,before,1.0,0.027885616997082252,111.54246798832901,3
split,0,river CluStream,6,before,1.0,0.02972557600151049,118.90230400604196,3
split,0,river CluStream,7,before,1.0,0.03186588900280185,127.4635560112074,3
split,0,river CluStream,8,after,0.5724599671313936,0.06203606000053696,248.14424000214785,3
split,0,river CluStream,9,after,0.567931347475861,0.05049113899440272,201.96455597761087,3
split,0,river CluStream,10,after,0.5659344157243984,0.04332911700475961,173.31646801903844,3
split,0,river CluStream,11,after,0.5478436030932439,0.032268306000332814,129.07322400133125,3
split,0,river CluStream,12,after,0.46930113768369847,0.03156410100200446,126.25640400801785,3
split,0,river CluStream,13,after,0.5230713042035605,0.0409755930013489,163.9023720053956,3
split,0,river CluStream,14,after,0.5495134409775813,0.019489214006171096,77.95685602468438,3
split,0,river CluStream,15,after,0.5609154536607545,0.02588163000473287,103.52652001893148,3
split,1,betula DenStream,0,before,0.6280560437377098,4.817100125364959e-05,0.19268400501459837,3
split,1,betula DenStream,1,before,0.726439285406212,2.961500285891816e-05,0.11846001143567264,3
split,1,betula DenStream,2,before,0.7328863291692326,2.8403002943377942e-05,0.11361201177351177,3
split,1,betula DenStream,3,before,0.8096947436382665,2.9074995836708695e-05,0.11629998334683478,3
split,1,betula DenStream,4,before,0.7803389842794777,2.877399674616754e-05,0.11509598698467016,3
split,1,betula DenStream,5,before,0.7370029747686243,2.9454997275024652e-05,0.11781998910009861,3
split,1,betula DenStream,6,before,0.7275780406773273,2.8854999982286245e-05,0.11541999992914498,3
split,1,betula DenStream,7,before,0.8339288279304983,2.928500180132687e-05,0.11714000720530748,3
split,1,betula DenStream,8,after,0.4389148908554799,4.6827997721266e-05,0.187311990885064,8
split,1,betula DenStream,9,after,0.4577539985249793,4.156799695920199e-05,0.16627198783680797,5
split,1,betula DenStream,10,after,0.449204925146102,4.012599674751982e-05,0.16050398699007928,5
split,1,betula DenStream,11,after,0.43408899952668845,4.300100408727303e-05,0.17200401634909213,4
split,1,betula DenStream,12,after,0.5549090148927543,4.174800415057689e-05,0.16699201660230756,4
split,1,betula DenStream,13,after,0.5134662988885177,4.826099757337943e-05,0.1930439902935177,4
split,1,betula DenStream,14,after,0.48692877593571343,4.216900561004877e-05,0.16867602244019508,4
split,1,betula DenStream,15,after,0.5301550920846898,4.30510044679977e-05,0.1722040178719908,4
split,1,river DenStream,0,before,0.26648460089309106,0.0011392319938750006,4.5569279755000025,16
split,1,river DenStream,1,before,0.24595400583265883,0.0011267480003880337,4.506992001552135,16
split,1,river DenStream,2,before,0.2645119919777859,0.001111559002310969,4.446236009243876,16
split,1,river DenStream,3,before,0.27668906782785013,0.001118281994422432,4.473127977689728,16
split,1,river DenStream,4,before,0.24706599207215432,0.0011386010010028258,4.554404004011303,16
split,1,river DenStream,5,before,0.2509421969437704,0.001117810999858193,4.471243999432772,16
split,1,river DenStream,6,before,0.2579986284208019,0.0011024820050806738,4.409928020322695,16
split,1,river DenStream,7,before,0.25486456069703145,0.0011157370026921853,4.462948010768741,16
split,1,river DenStream,8,after,0.7636158573582372,0.0011500219989102334,4.6000879956409335,15
split,1,river DenStream,9,after,0.8413225119790346,0.001207380002597347,4.829520010389388,15
split,1,river DenStream,10,after,0.8687766654082023,0.0012364139984128997,4.945655993651599,13
split,1,river DenStream,11,after,0.8855197586959047,0.0012793850037269294,5.117540014907718,12
split,1,river DenStream,12,after,0.8718383366847648,0.0012619419940165244,5.047767976066098,14
split,1,river DenStream,13,after,0.8471469628768119,0.00125980799930403,5.03923199721612,15
split,1,river DenStream,14,after,0.8510914134970612,0.0012548689992399886,5.0194759969599545,13
split,1,river DenStream,15,after,0.8845935915510239,0.0012542880067485385,5.017152026994154,16
split,1,betula DbStream,0,before,0.6886805224489222,8.11220015748404e-05,0.3244880062993616,7
split,1,betula DbStream,1,before,0.8447468054999022,9.622100333217531e-05,0.38488401332870126,8
split,1,betula DbStream,2,before,0.9248113775935278,0.00013613599730888382,0.5445439892355353,5
split,1,betula DbStream,3,before,0.9256543048099308,0.00019319399871164933,0.7727759948465973,5
split,1,betula DbStream,4,before,0.8182970197013928,0.00022896000155014917,0.9158400062005967,8
split,1,betula DbStream,5,before,0.8561160352600478,0.00027779199444921687,1.1111679777968675,7
split,1,betula DbStream,6,before,0.8935128065072372,0.000360948994057253,1.443795976229012,7
split,1,betula DbStream,7,before,0.898119107157337,0.00041604199941502884,1.6641679976601154,5
split,1,betula DbStream,8,after,0.6178817157210081,0.000158729002578184,0.634916010312736,17
split,1,betula DbStream,9,after,0.6907166005868399,0.00018748299771687016,0.7499319908674806,10
split,1,betula DbStream,10,after,0.5742139217535419,0.0002234900020994246,0.8939600083976984,10
split,1,betula DbStream,11,after,0.5757721231879893,0.0002918480022344738,1.1673920089378953,12
split,1,betula DbStream,12,after,0.6089091240857124,0.0002877410006476566,1.1509640025906265,11
split,1,betula DbStream,13,after,0.584236945432993,0.00032253599783871323,1.290143991354853,11
split,1,betula DbStream,14,after,0.6022682197096206,0.0003568799947970547,1.4275199791882187,10
split,1,betula DbStream,15,after,0.6494333104042591,0.0004227339959470555,1.690935983788222,10
split,1,river DBSTREAM,0,before,0.4216824481885468,0.0017417939961887896,6.967175984755158,11
split,1,river DBSTREAM,1,before,0.24252967010346893,0.0031048659948282875,12.41946397931315,17
split,1,river DBSTREAM,2,before,0.21293663120522902,0.003910570994776208,15.642283979104832,23
split,1,river DBSTREAM,3,before,0.18938728047797443,0.00456644399673678,18.26577598694712,24
split,1,river DBSTREAM,4,before,0.1736354646122125,0.004808989993762225,19.2359599750489,25
split,1,river DBSTREAM,5,before,0.17402968983425335,0.004971404996467754,19.885619985871017,25
split,1,river DBSTREAM,6,before,0.16913489065187057,0.005180357999051921,20.721431996207684,28
split,1,river DBSTREAM,7,before,0.14933501905946975,0.00553257000137819,22.13028000551276,28
split,1,river DBSTREAM,8,after,0.6182644378541393,0.006313007004791871,25.252028019167483,25
split,1,river DBSTREAM,9,after,0.49912325935905016,0.00745035400177585,29.8014160071034,25
split,1,river DBSTREAM,10,after,0.39938804800408845,0.007856738004193176,31.426952016772702,31
split,1,river DBSTREAM,11,after,0.33004202435918495,0.00831988899881253,33.27955599525012,33
split,1,river DBSTREAM,12,after,0.33035983460664753,0.009148948003712576,36.5957920148503,34
split,1,river DBSTREAM,13,after,0.2804890711520497,0.009344646001409274,37.378584005637094,39
split,1,river DBSTREAM,14,after,0.29616743992966277,0.009515937003016006,38.063748012064025,35
split,1,river DBSTREAM,15,after,0.289594955855507,0.009642315002565738,38.56926001026295,37
split,1,river CluStream,0,before,1.0,0.060832888004370034,243.33155201748013,3
split,1,river CluStream,1,before,1.0,0.08440324499679264,337.61297998717055,3
