dataset,n,max_leaves,distance,head,seeds,ari,ari_min,ari_max,leaves,compression,max_leaf_weight,mean_sq_radius,time_s
mnist-10k,10000,10000,euclidean,gmm,3,0.2402393044217603,0.2373531152581229,0.2402393044217603,10000,1.0,1.0,0.0,63.20284519500274
mnist-10k,10000,10000,manhattan,kmeans,3,0.28998744125138554,0.2709221950995326,0.29011822784576613,10000,1.0,1.0,0.0,2.719687195000006
mnist-10k,10000,10000,manhattan,gmm,3,0.2402393044217603,0.2373531152581229,0.2402393044217603,10000,1.0,1.0,0.0,63.6041394789936
mnist-10k,10000,10000,ward,kmeans,3,0.28998744125138554,0.2709221950995326,0.29011822784576613,10000,1.0,1.0,0.0,2.7373609709902667
mnist-10k,10000,10000,ward,gmm,3,0.2402393044217603,0.2373531152581229,0.2402393044217603,10000,1.0,1.0,0.0,64.37551408400759
mnist-10k,10000,10000,average,kmeans,3,0.28998744125138554,0.2709221950995326,0.29011822784576613,10000,1.0,1.0,0.0,2.7490772449964425
mnist-10k,10000,10000,average,gmm,3,0.2402393044217603,0.2373531152581229,0.2402393044217603,10000,1.0,1.0,0.0,64.5089553220023
mnist-10k,10000,4000,euclidean,kmeans,3,0.2886065327453338,0.2699010558337618,0.2941160810593147,3904,2.5614754098360657,86.0,93.28735240318338,0.9447739040042507
mnist-10k,10000,4000,euclidean,gmm,3,0.25277131059703767,0.24675362808150506,0.25277131059703767,3904,2.5614754098360657,86.0,93.28735240318338,14.69247576300404
mnist-10k,10000,4000,manhattan,kmeans,3,0.24922572586425068,0.24519135749105367,0.2733872222002965,3700,2.7027027027027026,247.0,114.43783306189931,0.890177366003627
mnist-10k,10000,4000,manhattan,gmm,3,0.19046558200738248,0.19046558200738248,0.19046558200738248,3700,2.7027027027027026,247.0,114.43783306189934,11.171273301995825
mnist-10k,10000,4000,ward,kmeans,3,0.2837521380874758,0.21208800306928116,0.2954791448569445,3840,2.6041666666666665,83.0,83.63253766426341,0.9140235520026181
mnist-10k,10000,4000,ward,gmm,3,0.2195327117848623,0.2195327117848623,0.2549429113726258,3840,2.6041666666666665,83.0,83.63253766426341,17.032118244998856
mnist-10k,10000,4000,average,kmeans,3,0.2823755349440692,0.24906076935598528,0.28520913981151713,3782,2.6441036488630356,512.0,133.63537796435574,0.9150498809904093
mnist-10k,10000,4000,average,gmm,3,0.14803152249981488,0.09961195793991416,0.2308836945264153,3782,2.6441036488630356,512.0,133.63537796435574,16.152157385004102
mnist-10k,10000,2000,euclidean,kmeans,3,0.272534641582037,0.22050582597399573,0.29643043447913303,1833,5.455537370430988,1081.0,208.6605908539861,0.4946735109988367
mnist-10k,10000,2000,euclidean,gmm,3,0.285018565726442,0.2364357442417079,0.285018565726442,1833,5.455537370430988,1081.0,208.6605908539861,3.975041992991464
mnist-10k,10000,2000,euclidean,ward,3,0.3228247025547347,0.3228247025547347,0.3228247025547347,1833,5.455537370430988,1081.0,208.6605908539861,1.0229357609932777
mnist-10k,10000,2000,manhattan,kmeans,3,0.2359144189529729,0.2206330452693849,0.2361837152311811,1813,5.515719801434087,721.0,218.30643626520467,0.43047018299694173
mnist-10k,10000,2000,manhattan,gmm,3,0.22273645133773937,0.22273645133773937,0.2377958283273301,1813,5.515719801434087,721.0,218.30643626520467,4.19451892899815
mnist-10k,10000,2000,manhattan,ward,3,0.16689698464198782,0.16689698464198782,0.16689698464198782,1813,5.515719801434087,721.0,218.30643626520467,0.9530532179924194
mnist-10k,10000,2000,ward,kmeans,3,0.25948943328739726,0.25427344899750454,0.27782793884386675,1936,5.1652892561983474,168.0,152.02415826818049,0.4912145690032048
mnist-10k,10000,2000,ward,gmm,3,0.2477701320109295,0.2477701320109295,0.28792581625619096,1936,5.1652892561983474,168.0,152.02415826818049,5.4951749090105295
mnist-10k,10000,2000,ward,ward,3,0.3233154397050909,0.3233154397050909,0.3233154397050909,1936,5.1652892561983474,168.0,152.02415826818049,1.0744374720088672
mnist-10k,10000,2000,average,kmeans,3,0.16867565011220118,0.10685194347634601,0.1841987384994443,1835,5.449591280653951,957.0,238.12536941201836,0.5123093220026931
mnist-10k,10000,2000,average,gmm,3,0.2033991778724369,0.2033991778724369,0.21222249673637966,1835,5.449591280653951,957.0,238.12536941201827,5.403465936993598
mnist-10k,10000,2000,average,ward,3,0.16778720782338633,0.16778720782338633,0.16778720782338633,1835,5.449591280653951,957.0,238.12536941201836,1.0835525360016618
mnist-10k,10000,1000,euclidean,kmeans,3,0.2539620625523945,0.20785600288463005,0.26083604519804204,976,10.245901639344263,1190.0,278.56744789742686,0.3036735149944434
mnist-10k,10000,1000,euclidean,gmm,3,0.22132306232443802,0.14851889762144052,0.22132306232443802,976,10.245901639344263,1190.0,278.567447897427,1.7477716129942564
mnist-10k,10000,1000,euclidean,ward,3,0.16048226450655653,0.16048226450655653,0.16048226450655653,976,10.245901639344263,1190.0,278.56744789742686,0.4393400570115773
mnist-10k,10000,1000,manhattan,kmeans,3,0.27066300427467094,0.2591465718219703,0.2731420127776918,971,10.298661174047373,1475.0,299.0189924447682,0.3128408679913264
mnist-10k,10000,1000,manhattan,gmm,3,0.16436554344391155,0.16436554344391155,0.16436554344391155,971,10.298661174047373,1475.0,299.0189924447682,1.666346102996613
mnist-10k,10000,1000,manhattan,ward,3,0.17364672272752288,0.17364672272752288,0.17364672272752288,971,10.298661174047373,1475.0,299.0189924447682,0.43636542599415407
mnist-10k,10000,1000,ward,kmeans,3,0.3084394176102026,0.26247614156888993,0.3204703173754452,975,10.256410256410257,275.0,213.1026636478546,0.2860108940076316
mnist-10k,10000,1000,ward,gmm,3,0.2439461324117253,0.22693664762916618,0.29448106037719407,975,10.256410256410257,275.0,213.1026636478546,2.029202637990238
mnist-10k,10000,1000,ward,ward,3,0.2593469737793594,0.2593469737793594,0.2593469737793594,975,10.256410256410257,275.0,213.1026636478546,0.39881731300556567
mnist-10k,10000,1000,average,kmeans,3,0.15381786781992654,0.09954997900311915,0.1685859748836209,902,11.086474501108647,4351.0,340.97520327026916,0.385965956011205
mnist-10k,10000,1000,average,gmm,3,0.1810978379444154,0.1810978379444154,0.1810978379444154,902,11.086474501108647,4351.0,340.97520327026876,2.822432856002706
mnist-10k,10000,1000,average,ward,3,0.038340197958466084,0.038340197958466084,0.038340197958466084,902,11.086474501108647,4351.0,340.97520327026916,0.5310837140132207
mnist-10k,10000,500,euclidean,kmeans,3,0.13138249399432206,0.12461346888840646,0.1451088934285084,454,22.026431718061673,5203.0,394.51245078024186,0.22276258199417498
mnist-10k,10000,500,euclidean,gmm,3,0.19082211361430756,0.16217220334391125,0.19082211361430756,454,22.026431718061673,5203.0,394.5124507802416,0.6094569169945316
mnist-10k,10000,500,euclidean,ward,3,0.14148755413115208,0.14148755413115208,0.14148755413115208,454,22.026431718061673,5203.0,394.51245078024186,0.25948299799347296
mnist-10k,10000,500,manhattan,kmeans,3,0.17892090350048753,0.15622602716543296,0.19696726286317573,490,20.408163265306122,2716.0,378.27971711056034,0.2349191730027087
mnist-10k,10000,500,manhattan,gmm,3,0.14153095896969992,0.14153095896969992,0.20070726022977955,490,20.408163265306122,2716.0,378.27971711056057,0.6982886500045424
mnist-10k,10000,500,manhattan,ward,3,0.1404997346225966,0.1404997346225966,0.1404997346225966,490,20.408163265306122,2716.0,378.27971711056034,0.26943384199694265
mnist-10k,10000,500,ward,kmeans,3,0.2267894048442936,0.2179988854094889,0.26747634258089353,487,20.53388090349076,669.0,269.08128408942304,0.21038363200204913
mnist-10k,10000,500,ward,gmm,3,0.2516151148866828,0.19005764310651027,0.2516151148866828,487,20.53388090349076,669.0,269.08128408942304,0.7182389619993046
mnist-10k,10000,500,ward,ward,3,0.351986612163519,0.351986612163519,0.351986612163519,487,20.53388090349076,669.0,269.08128408942304,0.22922574100084603
mnist-10k,10000,500,average,kmeans,3,0.04692970186828678,0.04423267738972361,0.05183944309567289,472,21.1864406779661,6666.0,412.089911916372,0.28600253800686914
mnist-10k,10000,500,average,gmm,3,0.122917278703529,0.07927520481500444,0.122917278703529,472,21.1864406779661,6666.0,412.0899119163717,1.5683897269918816
mnist-10k,10000,500,average,ward,3,0.013860369155447921,0.013860369155447921,0.013860369155447921,472,21.1864406779661,6666.0,412.089911916372,0.3591968469991116
mnist-10k,10000,250,euclidean,kmeans,3,0.07661832713452994,0.06790341835791297,0.084278052514806,235,42.5531914893617,5937.0,443.58558457701486,0.1892597440019017
mnist-10k,10000,250,euclidean,gmm,3,0.15910680786157994,0.15697034823261052,0.18558895202814546,235,42.5531914893617,5937.0,443.5855845770155,0.34820024599321187
mnist-10k,10000,250,euclidean,ward,3,0.06056339307919,0.06056339307919,0.06056339307919,235,42.5531914893617,5937.0,443.58558457701486,0.20374963201174978
mnist-10k,10000,250,manhattan,kmeans,3,0.028578336467644308,0.01296904060488456,0.03687072025311126,249,40.16064257028113,7233.0,468.6061947834732,0.18349935598962475
mnist-10k,10000,250,manhattan,gmm,3,0.16258249528099603,0.13472364965399244,0.16258249528099603,249,40.16064257028113,7233.0,468.6061947834732,0.33678835298633203
mnist-10k,10000,250,manhattan,ward,3,0.07256815746118307,0.07256815746118307,0.07256815746118307,249,40.16064257028113,7233.0,468.6061947834732,0.17767243199341465
mnist-10k,10000,250,ward,kmeans,3,0.3044410874178033,0.29964196219693945,0.30551994609257704,231,43.29004329004329,782.0,330.5556920654741,0.1629033510107547
mnist-10k,10000,250,ward,gmm,3,0.2878688873522114,0.2878688873522114,0.2878688873522114,231,43.29004329004329,782.0,330.5556920654741,0.35548393698991276
mnist-10k,10000,250,ward,ward,3,0.2760878538492762,0.2760878538492762,0.2760878538492762,231,43.29004329004329,782.0,330.5556920654741,0.1513680970092537
mnist-10k,10000,250,average,kmeans,3,0.052762353871888566,0.051982458885169204,0.05336584406684008,248,40.32258064516129,7960.0,473.218190073258,0.22902472400164697
mnist-10k,10000,250,average,gmm,3,0.083545689170805,0.083545689170805,0.083545689170805,248,40.32258064516129,7960.0,473.2181900732584,1.0445757989946287
mnist-10k,10000,250,average,ward,3,0.007299124072626104,0.007299124072626104,0.007299124072626104,248,40.32258064516129,7960.0,473.218190073258,0.2784585879999213
mnist-10k,10000,100,euclidean,kmeans,3,0.08592385636983749,0.08497066930007119,0.08655491775540629,97,103.09278350515464,5615.0,504.8050635718266,0.1427389970049262
mnist-10k,10000,100,euclidean,gmm,3,0.15081689158882844,0.1174823786181934,0.15081689158882844,97,103.09278350515464,5615.0,504.80506357182617,0.184153645997867
mnist-10k,10000,100,euclidean,ward,3,0.08624620319695757,0.08624620319695757,0.08624620319695757,97,103.09278350515464,5615.0,504.8050635718266,0.13607741400483064
mnist-10k,10000,100,manhattan,kmeans,3,0.11531270076029226,0.0843552341369764,0.1362308474867326,98,102.04081632653062,7372.0,549.0927504025889,0.1422581920051016
mnist-10k,10000,100,manhattan,gmm,3,0.07614295099776802,0.07614295099776802,0.10876294871654635,98,102.04081632653062,7372.0,549.0927504025894,0.189237732993206
mnist-10k,10000,100,manhattan,ward,3,0.03433984140173137,0.03433984140173137,0.03433984140173137,98,102.04081632653062,7372.0,549.0927504025889,0.12493913699290715
mnist-10k,10000,100,ward,kmeans,3,0.2616630563681642,0.23271520366026596,0.29047085479515483,90,111.11111111111111,2357.0,441.9578820621384,0.12570525601040572
mnist-10k,10000,100,ward,gmm,3,0.26440294814189763,0.2011227067299785,0.2804053282211411,90,111.11111111111111,2357.0,441.9578820621388,0.16438251100771595
mnist-10k,10000,100,ward,ward,3,0.2680779707661927,0.2680779707661927,0.2680779707661927,90,111.11111111111111,2357.0,441.9578820621384,0.09810561600897927
mnist-10k,10000,100,average,kmeans,3,-1.7392627775301668e-05,-2.2283259044652445e-05,3.291514271241556e-05,94,106.38297872340425,9590.0,551.7500040943437,0.17195552599150687
mnist-10k,10000,100,average,gmm,3,0.07415416925433181,0.008399827395702634,0.07415416925433181,94,106.38297872340425,9590.0,551.7500040943437,0.6492074990092078
mnist-10k,10000,100,average,ward,3,2.1707925734805617e-06,2.1707925734805617e-06,2.1707925734805617e-06,94,106.38297872340425,9590.0,551.7500040943437,0.19087500100431498
